Molcode   Qmax   Concentration   Correlations 
Dimethylpyrazolato_RAcetone  7.755  0.5  0.30131 -0.19146 -0.14948 -0.02039 0.02506 0.01527 0.00084 -0.00309 -0.00150 0.00006 0.00036 0.00014 -0.00002 -0.00004 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone  6.174  0.5  0.15269 -0.47430 -0.19981 0.16414 0.13690 -0.03832 -0.07357 -0.00241 0.03326 0.01019 -0.01255 -0.00812 0.00357 0.00472 -0.00036 -0.00227 -0.00045 0.00092 0.00046 -0.00030
Dimethylpyrazolato_RAcetone  7.767  0.5  -0.14363 -0.23617 0.09490 0.03295 -0.03134 0.00002 0.00758 -0.00193 -0.00134 0.00081 0.00012 -0.00023 0.00003 0.00005 -0.00002 -0.00001 0.00001 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RAcetone  7.364  0.5  -0.03057 -0.08858 0.00927 0.00846 -0.00154 -0.00076 0.00021 0.00006 -0.00003 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RAcetone  7.300  0.5  -0.09098 -0.09523 0.03051 0.00580 -0.00499 0.00027 0.00057 -0.00015 -0.00004 0.00003 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RAcetone  6.921  0.5  -0.32301 -0.41585 0.30341 0.02409 -0.12484 0.04547 0.02716 -0.02900 0.00244 0.00986 -0.00523 -0.00143 0.00259 -0.00059 -0.00072 0.00054 0.00004 -0.00022 0.00008 0.00005
Dimethylpyrazolato_RAcetone  7.732  0.5  0.08364 -0.05303 -0.02476 -0.00020 0.00300 0.00084 -0.00014 -0.00014 -0.00002 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone  7.621  0.5  -0.03230 -0.36456 0.03250 0.12078 -0.01811 -0.03958 0.00844 0.01282 -0.00360 -0.00410 0.00146 0.00129 -0.00057 -0.00040 0.00021 0.00012 -0.00008 -0.00004 0.00003 0.00001
Dimethylpyrazolato_RAcetone  7.097  0.5  -0.04508 -0.19477 0.04025 0.05368 -0.01955 -0.01364 0.00780 0.00308 -0.00279 -0.00056 0.00092 0.00004 -0.00029 0.00003 0.00008 -0.00002 -0.00002 0.00001 0.00001 -0.00000
Dimethylpyrazolato_RAcetone  7.990  0.5  0.11095 -0.45213 -0.13867 0.16657 0.09315 -0.05291 -0.05071 0.01255 0.02434 -0.00050 -0.01057 -0.00191 0.00416 0.00166 -0.00146 -0.00101 0.00042 0.00052 -0.00008 -0.00024
Dimethylpyrazolato_RAcetone  7.254  0.5  -0.07617 -0.68854 0.11522 0.33721 -0.09604 -0.16075 0.06668 0.07431 -0.04215 -0.03309 0.02510 0.01403 -0.01432 -0.00554 0.00790 0.00194 -0.00423 -0.00052 0.00221 0.00002
Dimethylpyrazolato_RAcetone  7.308  0.5  -0.03463 -0.12782 0.01409 0.01653 -0.00314 -0.00204 0.00058 0.00024 -0.00010 -0.00003 0.00002 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RAcetone  6.989  0.5  -0.24039 -0.43807 0.34793 0.07670 -0.23257 0.07004 0.09648 -0.08622 -0.01223 0.05434 -0.01956 -0.02099 0.02118 0.00148 -0.01261 0.00530 0.00450 -0.00516 -0.00002 0.00291
Dimethylpyrazolato_RAcetone  6.268  0.5  -0.06608 -0.13649 0.03998 0.02158 -0.01263 -0.00222 0.00312 -0.00012 -0.00064 0.00015 0.00011 -0.00005 -0.00001 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  6.819  0.5  0.02488 -0.09070 -0.00852 0.00994 0.00160 -0.00105 -0.00025 0.00011 0.00004 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  7.974  0.5  -0.15182 -0.11833 0.07414 -0.00240 -0.01444 0.00572 0.00091 -0.00151 0.00036 0.00018 -0.00014 0.00001 0.00002 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  7.356  0.5  0.24828 -0.10817 -0.14176 -0.05140 0.01315 0.02381 0.01019 -0.00128 -0.00392 -0.00195 0.00004 0.00063 0.00037 0.00002 -0.00010 -0.00007 -0.00001 0.00002 0.00001 0.00000
Dimethylpyrazolato_RAcetone_R  6.805  0.5  0.08489 -0.21380 -0.07102 0.04763 0.03116 -0.00731 -0.01074 -0.00016 0.00313 0.00072 -0.00077 -0.00038 0.00014 0.00014 -0.00001 -0.00004 -0.00001 0.00001 0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  6.537  0.5  0.34607 -0.16551 -0.19327 -0.06011 0.02252 0.03008 0.01030 -0.00298 -0.00466 -0.00174 0.00038 0.00072 0.00029 -0.00005 -0.00011 -0.00005 0.00000 0.00002 0.00001 -0.00000
Dimethylpyrazolato_RAcetone_R  6.526  0.5  -0.10702 -0.24024 0.07092 0.04243 -0.02465 -0.00517 0.00674 -0.00008 -0.00155 0.00032 0.00030 -0.00013 -0.00005 0.00004 0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  6.573  0.5  -0.10480 -0.19905 0.04695 0.02409 -0.01106 -0.00209 0.00206 0.00001 -0.00033 0.00005 0.00004 -0.00001 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  6.596  0.5  0.04339 -0.17982 -0.01652 0.02204 0.00346 -0.00261 -0.00060 0.00030 0.00010 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  7.229  0.5  0.18396 -0.22080 -0.09088 0.01791 0.02154 0.00218 -0.00346 -0.00129 0.00031 0.00032 0.00002 -0.00005 -0.00002 0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RAcetone_R  6.555  0.5  0.17577 -0.29966 -0.21368 0.04701 0.12083 0.03085 -0.04317 -0.03338 0.00564 0.01813 0.00529 -0.00619 -0.00519 0.00063 0.00271 0.00089 -0.00088 -0.00080 0.00006 0.00040
Dimethylpyrazolato_RAcetone_R  7.108  0.5  0.08293 -0.15743 -0.03979 0.02007 0.01001 -0.00175 -0.00198 -0.00003 0.00033 0.00006 -0.00005 -0.00002 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RAcetone_R  7.660  0.5  0.27511 -0.32946 -0.31552 -0.01500 0.14451 0.08722 -0.02174 -0.05427 -0.01949 0.01550 0.01802 0.00246 -0.00736 -0.00527 0.00065 0.00291 0.00129 -0.00069 -0.00101 -0.00022
Dimethylpyrazolato_RAcetone_R  6.901  0.5  -0.33933 -0.44431 0.35729 0.01901 -0.16169 0.06916 0.03600 -0.04675 0.00696 0.01664 -0.01093 -0.00188 0.00557 -0.00186 -0.00149 0.00151 -0.00008 -0.00060 0.00032 0.00010
Dimethylpyrazolato_RAcetone_R  6.518  0.5  -0.13008 -0.19552 0.10454 0.02485 -0.04010 0.00574 0.01031 -0.00517 -0.00142 0.00205 -0.00025 -0.00054 0.00026 0.00008 -0.00010 0.00001 0.00003 -0.00001 -0.00000 0.00001
Dimethylpyrazolato_RImidazole  7.972  0.5  0.34725 -0.19005 -0.28538 -0.11694 0.04295 0.08134 0.03824 -0.00880 -0.02292 -0.01222 0.00146 0.00638 0.00383 -0.00010 -0.00175 -0.00118 -0.00006 0.00047 0.00036 0.00004
Dimethylpyrazolato_RImidazole  7.698  0.5  0.19199 -0.15788 -0.07719 0.00313 0.01344 0.00341 -0.00119 -0.00090 -0.00007 0.00013 0.00005 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole  6.901  0.5  0.01312 -0.15320 -0.00881 0.03404 0.00328 -0.00751 -0.00102 0.00165 0.00029 -0.00036 -0.00008 0.00008 0.00002 -0.00002 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole  7.844  0.5  0.14170 -0.12897 -0.05475 0.00533 0.00965 0.00169 -0.00102 -0.00052 0.00002 0.00008 0.00002 -0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole  7.856  0.5  0.17636 -0.21067 -0.13949 0.01120 0.04857 0.01576 -0.00910 -0.00860 -0.00054 0.00251 0.00117 -0.00033 -0.00050 -0.00009 0.00012 0.00008 -0.00001 -0.00003 -0.00001 0.00001
Dimethylpyrazolato_RImidazole  7.594  0.5  -0.17740 -0.15561 0.07651 0.00433 -0.01449 0.00352 0.00146 -0.00104 0.00005 0.00016 -0.00006 -0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RImidazole  7.539  0.5  -0.11533 -0.22125 0.11203 0.04336 -0.05396 0.00174 0.01876 -0.00662 -0.00460 0.00384 0.00042 -0.00151 0.00033 0.00043 -0.00026 -0.00007 0.00012 -0.00001 -0.00004 0.00002
Dimethylpyrazolato_RImidazole  7.254  0.5  0.12530 -0.61517 -0.16911 0.25285 0.12370 -0.09411 -0.07404 0.02996 0.03954 -0.00665 -0.01942 -0.00045 0.00887 0.00181 -0.00376 -0.00152 0.00146 0.00096 -0.00050 -0.00053
Dimethylpyrazolato_RImidazole  6.367  0.5  -0.15527 -0.14932 0.05563 0.00767 -0.00939 0.00111 0.00103 -0.00039 -0.00005 0.00007 -0.00001 -0.00001 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole  7.308  0.5  0.04135 -0.14087 -0.02734 0.02832 0.00979 -0.00514 -0.00287 0.00080 0.00075 -0.00008 -0.00018 -0.00000 0.00004 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RImidazole  6.111  0.5  -0.13626 -0.21915 0.13800 0.03139 -0.06573 0.01336 0.02031 -0.01307 -0.00280 0.00616 -0.00131 -0.00188 0.00124 0.00025 -0.00058 0.00013 0.00017 -0.00012 -0.00002 0.00005
Dimethylpyrazolato_RImidazole  7.662  0.5  0.03016 -0.09148 -0.00872 0.00839 0.00138 -0.00073 -0.00018 0.00006 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RImidazole  6.833  0.5  -0.22629 -0.27563 0.31279 -0.03619 -0.16398 0.12716 0.01638 -0.08667 0.04595 0.02233 -0.04187 0.01357 0.01634 -0.01863 0.00220 0.00974 -0.00758 -0.00095 0.00515 -0.00275
Dimethylpyrazolato_RImidazole  7.453  0.5  0.27338 -0.09841 -0.09803 -0.02669 0.00637 0.00807 0.00253 -0.00037 -0.00066 -0.00023 0.00002 0.00005 0.00002 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  6.069  0.5  0.12386 -0.10187 -0.06037 -0.00029 0.01212 0.00426 -0.00098 -0.00120 -0.00022 0.00017 0.00010 0.00000 -0.00002 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  6.670  0.5  -0.06351 -0.18206 0.03719 0.03164 -0.01173 -0.00479 0.00300 0.00056 -0.00068 -0.00002 0.00014 -0.00001 -0.00003 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  6.318  0.5  0.03018 -0.29096 -0.02149 0.06824 0.00847 -0.01584 -0.00280 0.00363 0.00084 -0.00082 -0.00024 0.00018 0.00007 -0.00004 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  7.493  0.5  -0.16809 -0.20582 0.10219 0.01689 -0.02905 0.00493 0.00529 -0.00277 -0.00039 0.00077 -0.00014 -0.00014 0.00007 0.00001 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  7.558  0.5  -0.10358 -0.42084 0.18155 0.20592 -0.16874 -0.07830 0.12504 0.01266 -0.07990 0.01473 0.04465 -0.02155 -0.02120 0.01912 0.00757 -0.01380 -0.00074 0.00864 -0.00197 -0.00472
Dimethylpyrazolato_RImidazole_R  7.151  0.5  -0.06541 -0.29636 0.04135 0.05947 -0.01433 -0.01138 0.00411 0.00205 -0.00107 -0.00034 0.00026 0.00005 -0.00006 -0.00000 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  7.920  0.5  0.08401 -0.11907 -0.03978 0.01214 0.00945 -0.00009 -0.00165 -0.00033 0.00021 0.00010 -0.00002 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  6.995  0.5  -0.14255 -0.10305 0.05470 -0.00046 -0.00860 0.00274 0.00053 -0.00060 0.00010 0.00006 -0.00004 0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  7.599  0.5  -0.05573 -0.22008 0.03014 0.03754 -0.00892 -0.00606 0.00218 0.00091 -0.00048 -0.00012 0.00010 0.00001 -0.00002 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  7.268  0.5  0.09037 -0.13230 -0.02759 0.01055 0.00440 -0.00054 -0.00055 -0.00002 0.00006 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RImidazole_R  6.650  0.5  -0.24056 -0.45086 0.24354 0.08677 -0.12101 0.00848 0.04261 -0.01766 -0.01002 0.01004 0.00036 -0.00390 0.00119 0.00106 -0.00081 -0.00012 0.00035 -0.00007 -0.00011 0.00006
Dimethylpyrazolato_RImidazole_R  7.434  0.5  -0.00122 -0.17737 0.00057 0.02747 -0.00015 -0.00425 0.00003 0.00066 -0.00001 -0.00010 0.00000 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  6.713  0.5  -0.12148 -0.10428 0.04792 0.00312 -0.00839 0.00183 0.00081 -0.00051 0.00001 0.00008 -0.00002 -0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RImidazole_R  7.620  0.5  0.29846 -0.13040 -0.12868 -0.03311 0.01249 0.01333 0.00365 -0.00119 -0.00138 -0.00040 0.00011 0.00014 0.00004 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RThiophene  7.918  0.5  -0.12183 -0.29260 0.09976 0.06260 -0.04265 -0.00869 0.01425 -0.00063 -0.00398 0.00106 0.00092 -0.00051 -0.00015 0.00018 0.00000 -0.00005 0.00001 0.00001 -0.00001 -0.00000
Dimethylpyrazolato_RThiophene  6.093  0.5  -0.05866 -0.71572 0.09686 0.38711 -0.08840 -0.20613 0.06744 0.10793 -0.04701 -0.05546 0.03099 0.02788 -0.01965 -0.01365 0.01209 0.00646 -0.00727 -0.00292 0.00428 0.00123
Dimethylpyrazolato_RThiophene  7.780  0.5  -0.05248 -0.13289 0.02332 0.01758 -0.00558 -0.00204 0.00109 0.00019 -0.00019 -0.00001 0.00003 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RThiophene  6.913  0.5  -0.21610 -0.47871 0.25898 0.12118 -0.15517 0.00006 0.06805 -0.02337 -0.02184 0.01774 0.00350 -0.00898 0.00155 0.00341 -0.00185 -0.00086 0.00111 -0.00000 -0.00048 0.00017
Dimethylpyrazolato_RThiophene  6.275  0.5  -0.07471 -0.21236 0.07662 0.05855 -0.04130 -0.01142 0.01755 0.00000 -0.00632 0.00148 0.00193 -0.00098 -0.00046 0.00046 0.00006 -0.00018 0.00002 0.00006 -0.00002 -0.00002
Dimethylpyrazolato_RThiophene  6.809  0.5  -0.11315 -0.22099 0.09996 0.04243 -0.04439 -0.00090 0.01455 -0.00389 -0.00357 0.00228 0.00049 -0.00088 0.00009 0.00026 -0.00010 -0.00005 0.00005 0.00000 -0.00002 0.00000
Dimethylpyrazolato_RThiophene  7.923  0.5  0.17680 -0.11192 -0.06321 -0.00314 0.00870 0.00328 -0.00028 -0.00060 -0.00015 0.00004 0.00004 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RThiophene  7.207  0.5  -0.26357 -0.29906 0.25193 -0.00436 -0.09836 0.05002 0.01469 -0.02716 0.00747 0.00717 -0.00650 0.00033 0.00243 -0.00132 -0.00032 0.00069 -0.00021 -0.00017 0.00017 -0.00001
Dimethylpyrazolato_RThiophene  7.568  0.5  0.00073 -0.14631 -0.00024 0.01628 0.00005 -0.00181 -0.00001 0.00020 0.00000 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RThiophene  7.564  0.5  -0.09384 -0.53957 0.17215 0.30173 -0.17122 -0.15298 0.13937 0.06652 -0.10126 -0.02038 0.06770 -0.00146 -0.04209 0.00976 0.02431 -0.01122 -0.01286 0.00973 0.00601 -0.00736
Dimethylpyrazolato_RThiophene  6.053  0.5  -0.30837 -0.26586 0.20120 -0.01259 -0.05085 0.02550 0.00320 -0.00852 0.00279 0.00118 -0.00129 0.00023 0.00026 -0.00018 0.00000 0.00005 -0.00002 -0.00000 0.00001 -0.00000
Dimethylpyrazolato_RThiophene  7.188  0.5  0.30720 -0.51361 -0.40039 0.07163 0.23804 0.07651 -0.08498 -0.07933 0.00564 0.04310 0.01759 -0.01361 -0.01543 -0.00039 0.00768 0.00384 -0.00209 -0.00295 -0.00034 0.00134
Dimethylpyrazolato_RThiophene  6.097  0.5  -0.06105 -0.10698 0.02362 0.01114 -0.00480 -0.00082 0.00077 0.00000 -0.00010 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RThiophene  7.233  0.5  0.09003 -0.04914 -0.02226 -0.00064 0.00217 0.00063 -0.00006 -0.00008 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RThiophene_R  6.804  0.5  -0.04597 -0.13181 0.01470 0.01320 -0.00257 -0.00124 0.00037 0.00011 -0.00005 -0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RThiophene_R  7.397  0.5  0.23449 -0.59482 -0.38331 0.20078 0.31197 0.00668 -0.18455 -0.07926 0.07846 0.07958 -0.01466 -0.05374 -0.01312 0.02691 0.01885 -0.00847 -0.01477 -0.00094 0.00848 0.00402
Dimethylpyrazolato_RThiophene_R  6.615  0.5  -0.25858 -0.46597 0.32907 0.08378 -0.19692 0.04495 0.07641 -0.05520 -0.01319 0.03266 -0.00780 -0.01252 0.00926 0.00207 -0.00542 0.00135 0.00205 -0.00155 -0.00032 0.00090
Dimethylpyrazolato_RThiophene_R  7.354  0.5  -0.13973 -0.13683 0.08247 0.00323 -0.02091 0.00671 0.00260 -0.00254 0.00029 0.00051 -0.00025 -0.00003 0.00007 -0.00002 -0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RThiophene_R  6.653  0.5  -0.34122 -0.40168 0.33799 -0.00132 -0.13825 0.06861 0.02304 -0.03954 0.01000 0.01133 -0.00969 0.00011 0.00393 -0.00198 -0.00064 0.00113 -0.00029 -0.00032 0.00028 -0.00001
Dimethylpyrazolato_RThiophene_R  6.410  0.5  0.47652 -0.27525 -0.46264 -0.21418 0.07635 0.17126 0.09266 -0.01790 -0.06238 -0.03893 0.00251 0.02232 0.01598 0.00068 -0.00783 -0.00643 -0.00087 0.00269 0.00254 0.00056
Dimethylpyrazolato_RThiophene_R  6.689  0.5  -0.27581 -0.35420 0.42210 -0.05067 -0.24536 0.19940 0.02776 -0.15085 0.08357 0.04344 -0.08472 0.02849 0.03687 -0.04379 0.00518 0.02551 -0.02067 -0.00293 0.01567 -0.00865
Dimethylpyrazolato_RThiophene_R  7.212  0.5  0.41545 -0.41258 -0.41591 -0.05339 0.15288 0.10986 -0.00522 -0.05129 -0.02668 0.00750 0.01598 0.00573 -0.00380 -0.00467 -0.00096 0.00151 0.00128 0.00006 -0.00053 -0.00032
Dimethylpyrazolato_RThiophene_R  6.503  0.5  -0.27421 -0.21919 0.15141 -0.00810 -0.03256 0.01478 0.00184 -0.00422 0.00123 0.00051 -0.00049 0.00007 0.00009 -0.00005 0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000
Dimethylpyrazolato_RThiophene_R  7.795  0.5  0.08895 -0.52526 -0.15820 0.28689 0.15284 -0.14350 -0.12111 0.06291 0.08588 -0.02107 -0.05623 0.00160 0.03439 0.00586 -0.01968 -0.00746 0.01044 0.00659 -0.00502 -0.00499
Dimethylpyrazolato_RThiophene_R  6.164  0.5  -0.00601 -0.08150 0.00207 0.00933 -0.00040 -0.00106 0.00006 0.00012 -0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RThiophene_R  6.746  0.5  0.15017 -0.17298 -0.07077 0.01291 0.01592 0.00174 -0.00240 -0.00092 0.00020 0.00021 0.00002 -0.00003 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RThiophene_R  7.023  0.5  0.22807 -0.16216 -0.24923 -0.09852 0.06379 0.10292 0.04245 -0.02501 -0.04248 -0.01825 0.00977 0.01752 0.00783 -0.00380 -0.00722 -0.00335 0.00147 0.00297 0.00143 -0.00057
Dimethylpyrazolato_RThiophene_R  7.279  0.5  -0.10707 -0.11817 0.02721 0.00686 -0.00351 -0.00011 0.00034 -0.00004 -0.00003 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000
Dimethylpyrazolato_RDimethylacetamide  7.969  0.5  -0.23995 -0.28988 0.21312 0.01110 -0.08154 0.03167 0.01549 -0.01817 0.00237 0.00550 -0.00326 -0.00055 0.00142 -0.00042 -0.00033 0.00029 -0.00001 -0.00010 0.00005 0.00002
Dimethylpyrazolato_RDimethylacetamide  6.306  0.5  -0.30418 -0.31102 0.21673 0.00246 -0.06462 0.02576 0.00841 -0.01101 0.00204 0.00239 -0.00158 -0.00005 0.00049 -0.00018 -0.00007 0.00008 -0.00001 -0.00002 0.00001 0.00000
Dimethylpyrazolato_RDimethylacetamide  7.974  0.5  0.01355 -0.14404 -0.00555 0.01954 0.00126 -0.00264 -0.00024 0.00035 0.00004 -0.00005 -0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RDimethylacetamide  6.797  0.5  0.03009 -0.07530 -0.01123 0.00851 0.00227 -0.00086 -0.00037 0.00007 0.00005 -0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RDimethylacetamide  7.791  0.5  0.18432 -0.44123 -0.31443 0.13970 0.26224 0.02852 -0.15384 -0.08692 0.05886 0.08155 -0.00093 -0.05222 -0.02277 0.02300 0.02475 -0.00354 -0.01731 -0.00549 0.00854 0.00731
Dimethylpyrazolato_RDimethylacetamide  7.658  0.5  -0.14395 -0.31791 0.13891 0.07171 -0.06835 -0.00583 0.02539 -0.00507 -0.00741 0.00384 0.00151 -0.00175 -0.00003 0.00062 -0.00016 -0.00017 0.00010 0.00003 -0.00004 0.00000
Dimethylpyrazolato_RDimethylacetamide  6.939  0.5  -0.01015 -0.09099 0.00359 0.01064 -0.00070 -0.00124 0.00012 0.00014 -0.00002 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Dimethylpyrazolato_RDimethylacetamide  6.275  0.5  0.11083 -0.20606 -0.10120 0.03794 0.04582 0.00145 -0.01497 -0.00513 0.00344 0.00279 -0.00029 -0.00103 -0.00022 0.00028 0.00016 -0.00004 -0.00007 -0.00001 0.00002 0.00001
Dimethylpyrazolato_RDimethylacetamide  6.326  0.5  -0.12027 -0.23087 0.06692 0.03299 -0.01937 -0.00288 0.00436 -0.00025 -0.00081 0.00020 0.00012 -0.00006 -0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RDimethylacetamide  6.049  0.5  0.15924 -0.10001 -0.05873 -0.00355 0.00820 0.00330 -0.00021 -0.00060 -0.00016 0.00004 0.00004 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Dimethylpyrazolato_RDimethylacetamide  6.655  0.5  -0.16883 -0.22494 0.10485 0.02248 -0.03115 0.00374 0.00624 -0.00269 -0.00069 0.00083 -0.00008 -0.00017 0.00007 0.00002 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RDimethylacetamide  6.143  0.5  -0.14429 -0.47421 0.15324 0.14259 -0.08660 -0.03433 0.03918 0.00440 -0.01538 0.00162 0.00533 -0.00172 -0.00160 0.00097 0.00039 -0.00044 -0.00005 0.00017 -0.00002 -0.00006
Dimethylpyrazolato_RDimethylacetamide  6.265  0.5  -0.04016 -0.57737 0.06721 0.31801 -0.06226 -0.17320 0.04827 0.09322 -0.03424 -0.04953 0.02301 0.02595 -0.01489 -0.01337 0.00937 0.00676 -0.00577 -0.00334 0.00349 0.00160
Dimethylpyrazolato_RDimethylacetamide  7.760  0.5  0.03480 -0.24945 -0.02665 0.06221 0.01126 -0.01519 -0.00397 0.00362 0.00128 -0.00084 -0.00039 0.00019 0.00011 -0.00004 -0.00003 0.00001 0.00001 -0.00000 -0.00000 0.00000
Dimethylpyrazolato_RDimethylacetamide_R  6.393  0.5  0.04708 -0.06683 -0.01373 0.00507 0.00209 -0.00024 -0.00025 -0.00001 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Dimethylpyrazolato_RDimethylacetamide_R  6.434  0.5  0.42140 -0.27664 -0.30631 -0.07802 0.06300 0.06345 0.01416 -0.01420 -0.01309 -0.00250 0.00317 0.00269 0.00043 -0.00070 -0.00055 -0.00007 0.00015 0.00011 0.00001 -0.00003
Dimethylpyrazolato_RDimethylacetamide_R  6.593  0.5  -0.09576 -0.25056 0.05670 0.04289 -0.01796 -0.00612 0.00458 0.00057 -0.00102 0.00003 0.00020 -0.00004 -0.00004 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000
