Molcode   Qmax   Concentration   Correlations 
Hexachlorobenzene_RFluorobenzene_R  6.335  0.5  -0.10776 -0.13341 0.03991 0.01050 -0.00740 -0.00002 0.00101 -0.00019 -0.00010 0.00004 0.00001 -0.00001 0.00000 0.00000 -0.00000
Hexachlorobenzene_RFluorobenzene_R  6.110  0.5  -0.21880 -0.40832 0.21896 0.07785 -0.10759 0.00736 0.03749 -0.01537 -0.00874 0.00866 0.00033 -0.00333 0.00100 0.00090 -0.00067
Hexachlorobenzene_RFluorobenzene_R  7.182  0.5  0.07030 -0.24840 -0.06857 0.07106 0.03590 -0.01738 -0.01521 0.00309 0.00567 -0.00001 -0.00191 -0.00034 0.00058 0.00022 -0.00015
Hexachlorobenzene_RFluorobenzene_R  7.403  0.5  -0.11344 -0.11524 0.02835 0.00611 -0.00354 -0.00001 0.00032 -0.00005 -0.00002 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000
Hexachlorobenzene_RFluorobenzene_R  6.628  0.5  -0.04276 -0.10627 0.01968 0.01444 -0.00487 -0.00169 0.00098 0.00015 -0.00017 -0.00000 0.00003 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RFluorobenzene_R  7.139  0.5  0.07866 -0.08854 -0.02205 0.00552 0.00312 -0.00007 -0.00033 -0.00005 0.00003 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RFluorobenzene_R  6.380  0.5  0.24191 -0.43919 -0.30439 0.08068 0.18085 0.03869 -0.07034 -0.04872 0.01293 0.02896 0.00619 -0.01126 -0.00780 0.00207 0.00464
Hexachlorobenzene_RFluorobenzene_R  6.836  0.5  -0.05988 -0.08697 0.02565 0.00861 -0.00559 -0.00028 0.00092 -0.00013 -0.00012 0.00004 0.00001 -0.00001 0.00000 0.00000 -0.00000
Hexachlorobenzene_RFluorobenzene_R  7.231  0.5  0.16438 -0.06666 -0.04264 -0.00601 0.00327 0.00184 0.00021 -0.00016 -0.00008 -0.00001 0.00001 0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RFluorobenzene_R  7.517  0.5  0.33458 -0.23672 -0.20773 -0.03222 0.04340 0.02984 0.00197 -0.00750 -0.00414 0.00015 0.00124 0.00055 -0.00009 -0.00020 -0.00007
Hexachlorobenzene_RFluorobenzene_R  7.895  0.5  0.03163 -0.37423 -0.02519 0.09849 0.01112 -0.02572 -0.00411 0.00666 0.00139 -0.00171 -0.00045 0.00044 0.00014 -0.00011 -0.00004
Hexachlorobenzene_RFluorobenzene_R  6.377  0.5  0.13212 -0.20219 -0.07642 0.02455 0.02208 0.00008 -0.00466 -0.00113 0.00072 0.00041 -0.00005 -0.00010 -0.00001 0.00002 0.00001
Hexachlorobenzene_RHydroxyquinoline  7.508  0.5  0.14463 -0.37595 -0.15926 0.10386 0.09075 -0.01594 -0.03991 -0.00464 0.01437 0.00574 -0.00406 -0.00336 0.00068 0.00150 0.00014
Hexachlorobenzene_RHydroxyquinoline  6.365  0.5  0.23291 -0.28356 -0.18235 0.01752 0.06351 0.01916 -0.01233 -0.01074 -0.00033 0.00321 0.00135 -0.00048 -0.00060 -0.00009 0.00015
Hexachlorobenzene_RHydroxyquinoline  6.385  0.5  -0.13445 -0.46235 0.13513 0.13468 -0.07268 -0.03286 0.03152 0.00538 -0.01197 0.00042 0.00408 -0.00093 -0.00124 0.00056 0.00032
Hexachlorobenzene_RHydroxyquinoline  6.755  0.5  0.00523 -0.23207 -0.00401 0.05924 0.00171 -0.01511 -0.00061 0.00385 0.00020 -0.00098 -0.00006 0.00025 0.00002 -0.00006 -0.00001
Hexachlorobenzene_RHydroxyquinoline  7.166  0.5  -0.12965 -0.10253 0.03586 0.00335 -0.00457 0.00062 0.00036 -0.00014 -0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline  7.955  0.5  0.02569 -0.18662 -0.01558 0.03705 0.00522 -0.00724 -0.00146 0.00139 0.00037 -0.00026 -0.00009 0.00005 0.00002 -0.00001 -0.00000
Hexachlorobenzene_RHydroxyquinoline  7.019  0.5  0.01447 -0.17407 -0.00566 0.02262 0.00123 -0.00293 -0.00022 0.00038 0.00004 -0.00005 -0.00001 0.00001 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline  6.901  0.5  0.21882 -0.49823 -0.38262 0.14535 0.32176 0.05814 -0.18428 -0.12650 0.06095 0.11255 0.01367 -0.06765 -0.04138 0.02479 0.03914
Hexachlorobenzene_RHydroxyquinoline  7.813  0.5  0.00377 -0.19076 -0.00179 0.03012 0.00047 -0.00475 -0.00010 0.00075 0.00002 -0.00012 -0.00000 0.00002 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline  6.116  0.5  0.27457 -0.43931 -0.36445 0.04858 0.21605 0.08264 -0.07227 -0.07966 -0.00188 0.04097 0.02150 -0.01078 -0.01671 -0.00270 0.00744
Hexachlorobenzene_RHydroxyquinoline  6.201  0.5  -0.25045 -0.37801 0.29141 0.03818 -0.15191 0.05321 0.04512 -0.04551 0.00044 0.02074 -0.00987 -0.00495 0.00685 -0.00091 -0.00273
Hexachlorobenzene_RHydroxyquinoline  6.690  0.5  -0.28801 -0.31259 0.21307 0.00798 -0.06738 0.02483 0.01025 -0.01162 0.00161 0.00285 -0.00164 -0.00020 0.00057 -0.00017 -0.00010
Hexachlorobenzene_RHydroxyquinoline  7.232  0.5  0.37864 -0.29971 -0.46375 -0.17771 0.14458 0.22070 0.08339 -0.06973 -0.10502 -0.03912 0.03362 0.04998 0.01834 -0.01621 -0.02378
Hexachlorobenzene_RHydroxyquinoline  6.443  0.5  -0.07368 -0.25135 0.04394 0.04602 -0.01423 -0.00771 0.00378 0.00113 -0.00090 -0.00013 0.00020 0.00000 -0.00004 0.00000 0.00001
Hexachlorobenzene_RHydroxyquinoline_R  6.337  0.5  -0.07678 -0.15111 0.02872 0.01605 -0.00572 -0.00137 0.00091 0.00007 -0.00013 0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RHydroxyquinoline_R  7.981  0.5  -0.24436 -0.21428 0.12918 0.00096 -0.02851 0.00989 0.00271 -0.00312 0.00051 0.00050 -0.00029 -0.00001 0.00007 -0.00002 -0.00001
Hexachlorobenzene_RHydroxyquinoline_R  6.761  0.5  -0.02981 -0.07424 0.00831 0.00642 -0.00126 -0.00052 0.00016 0.00004 -0.00002 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RHydroxyquinoline_R  6.007  0.5  -0.11646 -0.33244 0.15773 0.11224 -0.11039 -0.02045 0.05951 -0.00831 -0.02618 0.01201 0.00897 -0.00853 -0.00172 0.00464 -0.00059
Hexachlorobenzene_RHydroxyquinoline_R  6.353  0.5  0.30975 -0.62382 -0.47986 0.14100 0.35097 0.08342 -0.16802 -0.12924 0.03798 0.09453 0.02247 -0.04525 -0.03481 0.01023 0.02546
Hexachlorobenzene_RHydroxyquinoline_R  7.645  0.5  0.01510 -0.23219 -0.01676 0.08532 0.01032 -0.03115 -0.00533 0.01130 0.00252 -0.00407 -0.00113 0.00146 0.00049 -0.00052 -0.00021
Hexachlorobenzene_RHydroxyquinoline_R  6.463  0.5  -0.02578 -0.19324 0.01265 0.03119 -0.00344 -0.00497 0.00078 0.00078 -0.00016 -0.00012 0.00003 0.00002 -0.00001 -0.00000 0.00000
Hexachlorobenzene_RHydroxyquinoline_R  7.759  0.5  0.02721 -0.16135 -0.00880 0.01715 0.00157 -0.00180 -0.00024 0.00019 0.00003 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline_R  7.692  0.5  0.10600 -0.03099 -0.02151 -0.00395 0.00094 0.00073 0.00015 -0.00003 -0.00002 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline_R  7.010  0.5  -0.08820 -0.11715 0.05148 0.01162 -0.01449 0.00142 0.00279 -0.00108 -0.00032 0.00032 -0.00002 -0.00007 0.00002 0.00001 -0.00001
Hexachlorobenzene_RHydroxyquinoline_R  6.269  0.5  -0.05181 -0.26841 0.04067 0.06705 -0.01751 -0.01601 0.00625 0.00362 -0.00202 -0.00076 0.00061 0.00014 -0.00018 -0.00002 0.00005
Hexachlorobenzene_RHydroxyquinoline_R  6.730  0.5  -0.15754 -0.11658 0.04798 0.00236 -0.00643 0.00130 0.00046 -0.00027 0.00001 0.00003 -0.00001 -0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RHydroxyquinoline_R  7.649  0.5  0.22056 -0.31782 -0.21255 0.03308 0.09351 0.02565 -0.02476 -0.01975 0.00128 0.00796 0.00276 -0.00187 -0.00180 -0.00003 0.00067
Hexachlorobenzene_RHydroxyquinoline_R  6.120  0.5  0.17419 -0.19721 -0.14328 0.00462 0.05010 0.01999 -0.00823 -0.01025 -0.00164 0.00274 0.00173 -0.00018 -0.00066 -0.00022 0.00012
Hexachlorobenzene_RNapthalene  7.866  0.5  -0.19850 -0.20980 0.11458 0.01019 -0.02956 0.00742 0.00431 -0.00312 0.00004 0.00070 -0.00024 -0.00008 0.00008 -0.00001 -0.00002
Hexachlorobenzene_RNapthalene  6.838  0.5  -0.20319 -0.24726 0.24588 -0.01410 -0.11801 0.07485 0.01763 -0.04849 0.01874 0.01412 -0.01770 0.00290 0.00742 -0.00574 -0.00051
Hexachlorobenzene_RNapthalene  6.297  0.5  0.38815 -0.24616 -0.38326 -0.15915 0.07851 0.14043 0.06432 -0.02428 -0.05120 -0.02569 0.00719 0.01858 0.01015 -0.00199 -0.00670
Hexachlorobenzene_RNapthalene  6.303  0.5  0.17356 -0.09205 -0.04562 -0.00233 0.00454 0.00154 -0.00008 -0.00020 -0.00005 0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000
Hexachlorobenzene_RNapthalene  7.407  0.5  -0.17037 -0.46517 0.23565 0.15428 -0.16706 -0.02229 0.09014 -0.01822 -0.03881 0.02165 0.01223 -0.01471 -0.00129 0.00772 -0.00187
Hexachlorobenzene_RNapthalene  7.705  0.5  -0.10746 -0.31995 0.16195 0.11931 -0.12593 -0.02315 0.07525 -0.01205 -0.03654 0.01838 0.01366 -0.01433 -0.00268 0.00858 -0.00135
Hexachlorobenzene_RNapthalene  6.308  0.5  0.10039 -0.08000 -0.02660 0.00275 0.00328 0.00039 -0.00026 -0.00009 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RNapthalene  7.568  0.5  -0.25858 -0.67598 0.43861 0.24000 -0.37134 0.00341 0.22947 -0.09644 -0.10303 0.10230 0.02200 -0.07265 0.01618 0.03852 -0.02589
Hexachlorobenzene_RNapthalene  7.099  0.5  -0.05462 -0.09094 0.02192 0.00948 -0.00459 -0.00063 0.00075 -0.00003 -0.00010 0.00002 0.00001 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RNapthalene  6.798  0.5  0.11753 -0.48616 -0.18256 0.21667 0.15138 -0.07937 -0.10091 0.01792 0.05867 0.00476 -0.03039 -0.01002 0.01388 0.00880 -0.00531
Hexachlorobenzene_RNapthalene  7.809  0.5  -0.04757 -0.30893 0.03966 0.08323 -0.01821 -0.02178 0.00696 0.00551 -0.00242 -0.00134 0.00079 0.00031 -0.00025 -0.00007 0.00008
Hexachlorobenzene_RNapthalene  6.692  0.5  0.13784 -0.33001 -0.13208 0.07868 0.06537 -0.01003 -0.02491 -0.00299 0.00774 0.00301 -0.00187 -0.00151 0.00025 0.00058 0.00006
Hexachlorobenzene_RNapthalene  6.478  0.5  0.16039 -0.47456 -0.15774 0.12885 0.08205 -0.02650 -0.03391 0.00177 0.01203 0.00200 -0.00370 -0.00149 0.00095 0.00072 -0.00017
Hexachlorobenzene_RNapthalene  6.165  0.5  0.26567 -0.23864 -0.30063 -0.07612 0.10751 0.11244 0.01884 -0.04669 -0.04132 -0.00313 0.01970 0.01490 -0.00039 -0.00812 -0.00526
Hexachlorobenzene_RNapthalene_R  7.886  0.5  -0.21658 -0.13102 0.07216 -0.00376 -0.00920 0.00342 0.00025 -0.00057 0.00014 0.00004 -0.00003 0.00000 0.00000 -0.00000 0.00000
Hexachlorobenzene_RNapthalene_R  6.575  0.5  0.14779 -0.13490 -0.09833 -0.00352 0.02614 0.01200 -0.00229 -0.00433 -0.00118 0.00072 0.00064 0.00007 -0.00015 -0.00008 0.00001
Hexachlorobenzene_RNapthalene_R  6.104  0.5  0.15853 -0.85308 -0.27958 0.45444 0.26667 -0.21670 -0.20762 0.08598 0.14381 -0.02087 -0.09127 -0.00709 0.05354 0.01582 -0.02889
Hexachlorobenzene_RNapthalene_R  6.875  0.5  0.27675 -0.27253 -0.34459 -0.08017 0.14195 0.14294 0.01675 -0.07018 -0.05759 0.00067 0.03335 0.02244 -0.00369 -0.01534 -0.00839
Hexachlorobenzene_RNapthalene_R  6.204  0.5  -0.14104 -0.36160 0.10766 0.07568 -0.04339 -0.01180 0.01387 0.00047 -0.00379 0.00061 0.00089 -0.00034 -0.00017 0.00012 0.00002
Hexachlorobenzene_RNapthalene_R  7.758  0.5  0.01168 -0.53044 -0.01545 0.23367 0.01135 -0.10285 -0.00700 0.04523 0.00397 -0.01987 -0.00214 0.00873 0.00111 -0.00383 -0.00056
Hexachlorobenzene_RNapthalene_R  7.708  0.5  0.22750 -0.27916 -0.27800 -0.01526 0.13504 0.08545 -0.02078 -0.05613 -0.02149 0.01670 0.02070 0.00325 -0.00884 -0.00676 0.00069
Hexachlorobenzene_RNapthalene_R  7.236  0.5  -0.06698 -0.60280 0.09647 0.28140 -0.07658 -0.12801 0.05066 0.05655 -0.03052 -0.02412 0.01733 0.00983 -0.00943 -0.00375 0.00496
Hexachlorobenzene_RNapthalene_R  7.818  0.5  -0.30546 -0.46179 0.31085 0.05481 -0.14553 0.03819 0.04186 -0.03234 -0.00326 0.01413 -0.00453 -0.00373 0.00333 0.00011 -0.00136
Hexachlorobenzene_RNapthalene_R  7.246  0.5  -0.01552 -0.19737 0.00738 0.03115 -0.00195 -0.00490 0.00043 0.00077 -0.00009 -0.00012 0.00002 0.00002 -0.00000 -0.00000 0.00000
Hexachlorobenzene_RNapthalene_R  6.239  0.5  0.25556 -0.52794 -0.39199 0.12668 0.28652 0.05828 -0.13992 -0.09839 0.03611 0.07390 0.01303 -0.03701 -0.02464 0.01019 0.01903
Hexachlorobenzene_RNapthalene_R  6.262  0.5  -0.18140 -0.36771 0.19440 0.08008 -0.10343 0.00297 0.03981 -0.01447 -0.01087 0.00934 0.00117 -0.00407 0.00090 0.00131 -0.00079
Hexachlorobenzene_RNapthalene_R  6.405  0.5  -0.07612 -0.26571 0.04762 0.05103 -0.01618 -0.00897 0.00451 0.00138 -0.00112 -0.00016 0.00026 0.00000 -0.00006 0.00001 0.00001
Hexachlorobenzene_RNapthalene_R  7.354  0.5  0.10288 -0.58434 -0.19593 0.33721 0.20197 -0.17497 -0.17011 0.07638 0.12761 -0.02157 -0.08784 -0.00534 0.05601 0.01584 -0.03297
Hexachlorobenzene_RToluene  7.466  0.5  -0.05855 -0.08856 0.02503 0.00905 -0.00548 -0.00040 0.00091 -0.00010 -0.00012 0.00004 0.00001 -0.00001 -0.00000 0.00000 -0.00000
Hexachlorobenzene_RToluene  6.103  0.5  -0.00662 -0.14201 0.00260 0.01857 -0.00057 -0.00242 0.00010 0.00032 -0.00002 -0.00004 0.00000 0.00001 -0.00000 -0.00000 0.00000
Hexachlorobenzene_RToluene  6.602  0.5  0.08442 -0.74383 -0.13149 0.37418 0.11278 -0.18276 -0.08051 0.08628 0.05230 -0.03906 -0.03197 0.01671 0.01871 -0.00656 -0.01057
Hexachlorobenzene_RToluene  6.813  0.5  0.11350 -0.10575 -0.03974 0.00503 0.00651 0.00083 -0.00068 -0.00027 0.00003 0.00004 0.00001 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RToluene  6.197  0.5  0.33435 -0.14410 -0.16074 -0.04839 0.01515 0.02025 0.00686 -0.00151 -0.00253 -0.00096 0.00014 0.00031 0.00013 -0.00001 -0.00004
Hexachlorobenzene_RToluene  6.057  0.5  -0.04349 -0.09931 0.01905 0.01263 -0.00447 -0.00135 0.00085 0.00010 -0.00014 0.00000 0.00002 -0.00000 -0.00000 0.00000 0.00000
Hexachlorobenzene_RToluene  6.661  0.5  -0.06670 -0.19497 0.03288 0.02919 -0.00878 -0.00394 0.00192 0.00045 -0.00037 -0.00003 0.00007 -0.00000 -0.00001 0.00000 0.00000
Hexachlorobenzene_RToluene  7.909  0.5  0.30827 -0.22434 -0.21577 -0.03939 0.04924 0.03823 0.00392 -0.01031 -0.00661 -0.00010 0.00208 0.00111 -0.00010 -0.00041 -0.00018
Hexachlorobenzene_RToluene  7.402  0.5  0.15554 -0.06195 -0.04052 -0.00600 0.00304 0.00178 0.00022 -0.00015 -0.00008 -0.00001 0.00001 0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RToluene  7.825  0.5  -0.04763 -0.13982 0.02301 0.02057 -0.00602 -0.00274 0.00129 0.00031 -0.00025 -0.00002 0.00004 -0.00000 -0.00001 0.00000 0.00000
Hexachlorobenzene_RToluene  6.388  0.5  0.09762 -0.47233 -0.10466 0.15686 0.06109 -0.04824 -0.02932 0.01329 0.01263 -0.00300 -0.00504 0.00036 0.00189 0.00015 -0.00067
Hexachlorobenzene_RToluene  7.333  0.5  -0.03020 -0.37767 0.02958 0.12213 -0.01606 -0.03915 0.00730 0.01244 -0.00304 -0.00392 0.00120 0.00122 -0.00046 -0.00038 0.00017
Hexachlorobenzene_RToluene  7.379  0.5  -0.16327 -0.11095 0.05686 -0.00078 -0.00805 0.00251 0.00042 -0.00049 0.00009 0.00005 -0.00003 0.00000 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RToluene  6.325  0.5  0.08878 -0.45469 -0.13524 0.21020 0.11155 -0.08757 -0.07521 0.03086 0.04519 -0.00721 -0.02493 -0.00113 0.01276 0.00308 -0.00604
Hexachlorobenzene_RToluene_R  7.169  0.5  -0.01577 -0.28113 0.00916 0.05428 -0.00295 -0.01045 0.00080 0.00201 -0.00020 -0.00038 0.00005 0.00007 -0.00001 -0.00001 0.00000
Hexachlorobenzene_RToluene_R  7.545  0.5  0.12760 -0.06189 -0.04882 -0.00866 0.00541 0.00381 0.00057 -0.00047 -0.00030 -0.00004 0.00004 0.00002 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RToluene_R  7.669  0.5  -0.06104 -0.21379 0.03133 0.03422 -0.00877 -0.00511 0.00202 0.00069 -0.00042 -0.00008 0.00008 0.00001 -0.00001 0.00000 0.00000
Hexachlorobenzene_RToluene_R  6.363  0.5  0.31354 -0.19904 -0.18249 -0.03450 0.03303 0.02550 0.00339 -0.00531 -0.00351 -0.00026 0.00083 0.00048 0.00000 -0.00013 -0.00006
Hexachlorobenzene_RToluene_R  6.430  0.5  0.28116 -0.13839 -0.10009 -0.01514 0.01097 0.00674 0.00074 -0.00084 -0.00045 -0.00003 0.00006 0.00003 0.00000 -0.00000 -0.00000
Hexachlorobenzene_RToluene_R  7.692  0.5  -0.00484 -0.22502 0.00475 0.07350 -0.00258 -0.02399 0.00118 0.00783 -0.00050 -0.00255 0.00020 0.00083 -0.00008 -0.00027 0.00003
Hexachlorobenzene_RToluene_R  7.048  0.5  -0.11032 -0.50906 0.11578 0.16455 -0.06606 -0.04889 0.03094 0.01283 -0.01298 -0.00264 0.00503 0.00019 -0.00183 0.00021 0.00062
Hexachlorobenzene_RToluene_R  6.973  0.5  0.05140 -0.10003 -0.01418 0.00817 0.00211 -0.00058 -0.00025 0.00003 0.00003 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Hexachlorobenzene_RToluene_R  6.525  0.5  0.22068 -0.12065 -0.08943 -0.01291 0.01166 0.00706 0.00062 -0.00108 -0.00055 -0.00001 0.00010 0.00004 -0.00000 -0.00001 -0.00000
Hexachlorobenzene_RToluene_R  6.028  0.5  0.08341 -0.05089 -0.02280 -0.00016 0.00255 0.00069 -0.00011 -0.00011 -0.00002 0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Hexachlorobenzene_RToluene_R  7.098  0.5  0.13097 -0.33202 -0.19550 0.10754 0.14663 -0.00367 -0.08117 -0.02837 0.03356 0.02799 -0.00779 -0.01815 -0.00255 0.00892 0.00473
Hexachlorobenzene_RToluene_R  6.219  0.5  0.45492 -0.52829 -0.59163 -0.07454 0.28813 0.22432 -0.02150 -0.14070 -0.07673 0.03123 0.06322 0.02225 -0.02176 -0.02636 -0.00433
Hexachlorobenzene_RToluene_R  6.047  0.5  0.06223 -0.37499 -0.11183 0.20747 0.10924 -0.10547 -0.08759 0.04732 0.06290 -0.01658 -0.04175 0.00194 0.02593 0.00392 -0.01510
Hexachlorobenzene_RToluene_R  6.341  0.5  0.21837 -0.30105 -0.17329 0.03091 0.06399 0.01316 -0.01494 -0.00931 0.00128 0.00330 0.00078 -0.00074 -0.00050 0.00005 0.00017
BenzoateBenzoate_R  7.670  0.5  -0.02077 -0.06190 0.00641 0.00602 -0.00108 -0.00055 0.00015 0.00005 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
BenzoateBenzoate_R  7.016  0.5  0.00443 -0.11041 -0.00131 0.01090 0.00022 -0.00107 -0.00003 0.00011 0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
BenzoateBenzoate_R  6.622  0.5  -0.21137 -0.25289 0.17236 0.01245 -0.06150 0.02102 0.01155 -0.01159 0.00095 0.00341 -0.00170 -0.00042 0.00073 -0.00016 -0.00017
BenzoateBenzoate_R  6.469  0.5  0.00223 -0.42715 -0.00378 0.24154 0.00357 -0.13658 -0.00282 0.07722 0.00205 -0.04366 -0.00142 0.02468 0.00095 -0.01395 -0.00062
BenzoateBenzoate_R  6.415  0.5  0.39464 -0.57459 -0.58266 0.00392 0.35783 0.21051 -0.09308 -0.18382 -0.05258 0.08087 0.08020 -0.00163 -0.04990 -0.02870 0.01337
BenzoateBenzoate_R  7.700  0.5  0.06708 -0.20500 -0.06157 0.05327 0.03006 -0.01108 -0.01176 0.00123 0.00399 0.00039 -0.00119 -0.00036 0.00031 0.00018 -0.00006
BenzoateBenzoate_R  6.236  0.5  -0.03903 -0.35820 0.04263 0.12779 -0.02572 -0.04476 0.01296 0.01536 -0.00596 -0.00515 0.00259 0.00168 -0.00108 -0.00053 0.00044
BenzoateBenzoate_R  7.126  0.5  -0.09862 -0.11677 0.02984 0.00795 -0.00457 -0.00013 0.00052 -0.00007 -0.00005 0.00002 0.00000 -0.00000 0.00000 0.00000 -0.00000
BenzoateBenzoate_R  7.142  0.5  0.12740 -0.10336 -0.06179 -0.00064 0.01227 0.00441 -0.00094 -0.00122 -0.00023 0.00016 0.00010 0.00000 -0.00002 -0.00001 0.00000
BenzoateBenzoate_R  6.061  0.5  -0.12453 -0.13166 0.08632 0.00347 -0.02565 0.00901 0.00372 -0.00398 0.00050 0.00093 -0.00050 -0.00006 0.00017 -0.00005 -0.00003
BenzoateBenzoate_R  6.060  0.5  0.13307 -0.10285 -0.07590 -0.00613 0.01627 0.00831 -0.00057 -0.00230 -0.00082 0.00023 0.00030 0.00007 -0.00005 -0.00004 -0.00000
BenzoateBenzoate_R  7.832  0.5  -0.02466 -0.05395 0.00671 0.00446 -0.00099 -0.00033 0.00012 0.00002 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
BenzoateBenzoate_R  6.745  0.5  0.15803 -0.14079 -0.06241 0.00516 0.01110 0.00218 -0.00114 -0.00065 0.00000 0.00010 0.00003 -0.00001 -0.00001 -0.00000 0.00000
BenzoateBenzoate_R  7.091  0.5  -0.05733 -0.13171 0.03245 0.02077 -0.00974 -0.00254 0.00233 0.00013 -0.00048 0.00005 0.00009 -0.00002 -0.00001 0.00001 0.00000
BenzoateBenzoquinone  7.019  0.5  0.39739 -0.23934 -0.32003 -0.11101 0.05895 0.08422 0.03088 -0.01443 -0.02214 -0.00855 0.00350 0.00581 0.00236 -0.00084 -0.00152
BenzoateBenzoquinone  6.014  0.5  -0.08647 -0.17097 0.04413 0.02330 -0.01182 -0.00220 0.00249 -0.00002 -0.00044 0.00008 0.00007 -0.00003 -0.00001 0.00001 0.00000
BenzoateBenzoquinone  6.888  0.5  0.07802 -0.11907 -0.04143 0.01385 0.01107 -0.00023 -0.00219 -0.00044 0.00033 0.00016 -0.00003 -0.00004 -0.00000 0.00001 0.00000
BenzoateBenzoquinone  7.170  0.5  0.29974 -0.46197 -0.41203 0.03578 0.24690 0.11185 -0.07690 -0.10284 -0.01231 0.05030 0.03362 -0.00989 -0.02386 -0.00725 0.00933
BenzoateBenzoquinone  7.937  0.5  -0.15116 -0.36214 0.11420 0.07290 -0.04525 -0.01012 0.01410 -0.00019 -0.00371 0.00081 0.00082 -0.00038 -0.00014 0.00013 0.00001
BenzoateBenzoquinone  7.417  0.5  0.01053 -0.22379 -0.00894 0.06311 0.00421 -0.01775 -0.00166 0.00498 0.00060 -0.00139 -0.00021 0.00039 0.00007 -0.00011 -0.00002
BenzoateBenzoquinone  6.287  0.5  0.16646 -0.28968 -0.14272 0.04782 0.06019 0.00346 -0.01806 -0.00670 0.00366 0.00326 -0.00015 -0.00108 -0.00029 0.00026 0.00017
BenzoateBenzoquinone  6.426  0.5  -0.01098 -0.24047 0.00964 0.07017 -0.00470 -0.02043 0.00192 0.00593 -0.00072 -0.00172 0.00026 0.00050 -0.00009 -0.00014 0.00003
BenzoateBenzoquinone  7.382  0.5  0.11100 -0.14340 -0.06287 0.01347 0.01711 0.00179 -0.00317 -0.00125 0.00034 0.00036 0.00003 -0.00007 -0.00002 0.00001 0.00001
BenzoateBenzoquinone  6.311  0.5  -0.04755 -0.09497 0.02104 0.01163 -0.00492 -0.00109 0.00092 0.00004 -0.00015 0.00002 0.00002 -0.00001 -0.00000 0.00000 0.00000
BenzoateBenzoquinone  7.545  0.5  0.18973 -0.38399 -0.23490 0.08720 0.14192 0.01417 -0.06009 -0.02960 0.01639 0.01995 0.00008 -0.00918 -0.00356 0.00287 0.00275
BenzoateBenzoquinone  6.485  0.5  -0.01517 -0.18495 0.00685 0.02771 -0.00172 -0.00413 0.00036 0.00061 -0.00007 -0.00009 0.00001 0.00001 -0.00000 -0.00000 0.00000
BenzoateBenzoquinone  6.097  0.5  0.40884 -0.16367 -0.19948 -0.06736 0.01554 0.02652 0.01061 -0.00115 -0.00345 -0.00161 0.00002 0.00044 0.00024 0.00002 -0.00005
BenzoateBenzoquinone  6.793  0.5  0.14070 -0.08574 -0.07494 -0.01343 0.01246 0.00914 0.00114 -0.00175 -0.00110 -0.00007 0.00024 0.00013 0.00000 -0.00003 -0.00002
BenzoateBenzoquinone_R  6.747  0.5  -0.29549 -0.44965 0.43289 0.02139 -0.27057 0.14160 0.08070 -0.13055 0.02632 0.06290 -0.05160 -0.00811 0.03542 -0.01537 -0.01237
BenzoateBenzoquinone_R  7.742  0.5  0.28795 -0.13075 -0.16359 -0.05589 0.01693 0.02682 0.01053 -0.00198 -0.00435 -0.00194 0.00019 0.00070 0.00035 -0.00001 -0.00011
BenzoateBenzoquinone_R  7.628  0.5  -0.08702 -0.41907 0.09214 0.13747 -0.05312 -0.04178 0.02518 0.01138 -0.01072 -0.00254 0.00423 0.00030 -0.00156 0.00012 0.00055
BenzoateBenzoquinone_R  7.613  0.5  0.14016 -0.21166 -0.06781 0.02322 0.01662 -0.00067 -0.00305 -0.00051 0.00043 0.00018 -0.00004 -0.00004 -0.00000 0.00001 0.00000
